,year,overall,rural,urban,geo,name,four_regions,eight_regions,six_regions,members_oecd_g77,Latitude,Longitude,unmember,world_bank_region,income_groups
538,2016,0.388,0.178,0.559,cmr,Cameroon,africa,africa_sub_saharan,sub_saharan_africa,g77,6,12.5,20/09/1960,Sub-Saharan Africa,Lower middle income
1085,2005,0.388,0.332,0.4,gab,Gabon,africa,africa_sub_saharan,sub_saharan_africa,g77,-1,11.75,20/09/1960,Sub-Saharan Africa,Upper middle income
2308,2004,0.388,0.242,0.674,pak,Pakistan,asia,asia_west,south_asia,g77,30,70,30/09/1947,South Asia,Lower middle income
80,2008,0.385,0.149,0.554,ago,Angola,africa,africa_sub_saharan,sub_saharan_africa,g77,-12.5,18.5,01/12/1976,Sub-Saharan Africa,Lower middle income
2248,2016,0.384,0.306,0.467,nga,Nigeria,africa,africa_sub_saharan,sub_saharan_africa,g77,10,8,07/10/1960,Sub-Saharan Africa,Lower middle income
2605,2013,0.384,0.272,0.436,stp,Sao Tome and Principe,africa,africa_sub_saharan,sub_saharan_africa,g77,1,7,16/09/1975,Sub-Saharan Africa,Lower middle income
2789,2017,0.383,0.202,0.611,som,Somalia,africa,africa_sub_saharan,sub_saharan_africa,g77,6,48,20/09/1960,Sub-Saharan Africa,Low income
3452,2014,0.383,0.324,0.503,zwe,Zimbabwe,africa,africa_sub_saharan,sub_saharan_africa,g77,-19,29.75,25/08/1980,Sub-Saharan Africa,Low income
3081,2003,0.382,0.298,0.63,tls,Timor-Leste,asia,east_asia_pacific,east_asia_pacific,g77,-8.83333,125.75,27/09/2002,East Asia & Pacific,Lower middle income
13,2013,0.381,0.332,0.531,afg,Afghanistan,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income
3363,2015,0.381,0.338,0.512,vut,Vanuatu,asia,east_asia_pacific,east_asia_pacific,g77,-16,167,15/09/1981,East Asia & Pacific,Lower middle income
2151,2009,0.38,0.358,0.497,npl,Nepal,asia,asia_west,south_asia,g77,28,84,14/12/1955,South Asia,Low income
243,2009,0.379,0.334,0.484,bgd,Bangladesh,asia,asia_west,south_asia,g77,24,90,17/09/1974,South Asia,Lower middle income
1084,2004,0.379,0.326,0.391,gab,Gabon,africa,africa_sub_saharan,sub_saharan_africa,g77,-1,11.75,20/09/1960,Sub-Saharan Africa,Upper middle income
363,2003,0.378,0.182,0.491,bol,Bolivia,americas,america_south,america,g77,-17,-65,14/11/1945,Latin America & Caribbean,Lower middle income
514,2010,0.378,0.283,0.753,khm,Cambodia,asia,east_asia_pacific,east_asia_pacific,g77,13,105,14/12/1955,East Asia & Pacific,Lower middle income
1870,2016,0.377,0.279,0.52,mli,Mali,africa,africa_sub_saharan,sub_saharan_africa,g77,18,-2,28/09/1960,Sub-Saharan Africa,Low income
2247,2015,0.377,0.305,0.455,nga,Nigeria,africa,africa_sub_saharan,sub_saharan_africa,g77,10,8,07/10/1960,Sub-Saharan Africa,Lower middle income
1575,2009,0.376,,,kir,Kiribati,asia,east_asia_pacific,east_asia_pacific,others,1.421,172.984,14/09/1999,East Asia & Pacific,Lower middle income
3453,2015,0.376,0.321,0.49,zwe,Zimbabwe,africa,africa_sub_saharan,sub_saharan_africa,g77,-19,29.75,25/08/1980,Sub-Saharan Africa,Low income
79,2007,0.373,0.14,0.544,ago,Angola,africa,africa_sub_saharan,sub_saharan_africa,g77,-12.5,18.5,01/12/1976,Sub-Saharan Africa,Lower middle income
1623,2003,0.373,0.258,0.716,lao,Lao,asia,east_asia_pacific,east_asia_pacific,g77,18,105,14/12/1955,East Asia & Pacific,Lower middle income
1688,2014,0.373,0.366,0.392,lso,Lesotho,africa,africa_sub_saharan,sub_saharan_africa,g77,-29.5,28.25,17/10/1966,Sub-Saharan Africa,Lower middle income
1965,2003,0.373,,,fsm,"Micronesia, Fed. Sts.",asia,east_asia_pacific,east_asia_pacific,g77,6.924,158.162,17/09/1991,East Asia & Pacific,Lower middle income
3080,2002,0.372,0.29,0.617,tls,Timor-Leste,asia,east_asia_pacific,east_asia_pacific,g77,-8.83333,125.75,27/09/2002,East Asia & Pacific,Lower middle income
1083,2003,0.371,0.321,0.382,gab,Gabon,africa,africa_sub_saharan,sub_saharan_africa,g77,-1,11.75,20/09/1960,Sub-Saharan Africa,Upper middle income
2246,2014,0.37,0.305,0.443,nga,Nigeria,africa,africa_sub_saharan,sub_saharan_africa,g77,10,8,07/10/1960,Sub-Saharan Africa,Lower middle income
2307,2003,0.37,0.218,0.669,pak,Pakistan,asia,asia_west,south_asia,g77,30,70,30/09/1947,South Asia,Lower middle income
2604,2012,0.37,0.26,0.423,stp,Sao Tome and Principe,africa,africa_sub_saharan,sub_saharan_africa,g77,1,7,16/09/1975,Sub-Saharan Africa,Lower middle income
2788,2016,0.37,0.191,0.599,som,Somalia,africa,africa_sub_saharan,sub_saharan_africa,g77,6,48,20/09/1960,Sub-Saharan Africa,Low income
3454,2016,0.369,0.318,0.476,zwe,Zimbabwe,africa,africa_sub_saharan,sub_saharan_africa,g77,-19,29.75,25/08/1980,Sub-Saharan Africa,Low income
12,2012,0.367,0.323,0.509,afg,Afghanistan,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income
362,2002,0.367,0.171,0.483,bol,Bolivia,americas,america_south,america,g77,-17,-65,14/11/1945,Latin America & Caribbean,Lower middle income
1920,2012,0.366,0.152,0.596,mrt,Mauritania,africa,africa_sub_saharan,sub_saharan_africa,g77,20.25,-10.5,27/10/1961,Sub-Saharan Africa,Lower middle income
2951,2017,0.366,0.242,0.601,sdn,Sudan,africa,africa_sub_saharan,sub_saharan_africa,g77,16,30,12/11/1956,Sub-Saharan Africa,Lower middle income
242,2008,0.365,0.318,0.481,bgd,Bangladesh,asia,asia_west,south_asia,g77,24,90,17/09/1974,South Asia,Lower middle income
2950,2016,0.365,0.242,0.601,sdn,Sudan,africa,africa_sub_saharan,sub_saharan_africa,g77,16,30,12/11/1956,Sub-Saharan Africa,Lower middle income
1358,2008,0.364,0.262,0.598,ind,India,asia,asia_west,south_asia,g77,22,79,30/10/1945,South Asia,Lower middle income
2245,2013,0.363,0.304,0.432,nga,Nigeria,africa,africa_sub_saharan,sub_saharan_africa,g77,10,8,07/10/1960,Sub-Saharan Africa,Lower middle income
1082,2002,0.362,0.316,0.373,gab,Gabon,africa,africa_sub_saharan,sub_saharan_africa,g77,-1,11.75,20/09/1960,Sub-Saharan Africa,Upper middle income
1574,2008,0.362,,,kir,Kiribati,asia,east_asia_pacific,east_asia_pacific,others,1.421,172.984,14/09/1999,East Asia & Pacific,Lower middle income
1869,2015,0.362,0.265,0.508,mli,Mali,africa,africa_sub_saharan,sub_saharan_africa,g77,18,-2,28/09/1960,Sub-Saharan Africa,Low income
3455,2017,0.362,0.315,0.462,zwe,Zimbabwe,africa,africa_sub_saharan,sub_saharan_africa,g77,-19,29.75,25/08/1980,Sub-Saharan Africa,Low income
3364,2016,0.361,0.315,0.497,vut,Vanuatu,asia,east_asia_pacific,east_asia_pacific,g77,-16,167,15/09/1981,East Asia & Pacific,Lower middle income
78,2006,0.36,0.131,0.534,ago,Angola,africa,africa_sub_saharan,sub_saharan_africa,g77,-12.5,18.5,01/12/1976,Sub-Saharan Africa,Lower middle income
683,2017,0.359,0.321,0.452,com,Comoros,africa,africa_sub_saharan,sub_saharan_africa,g77,-12.23333,44.44553,12/11/1975,Sub-Saharan Africa,Low income
681,2015,0.358,0.321,0.452,com,Comoros,africa,africa_sub_saharan,sub_saharan_africa,g77,-12.23333,44.44553,12/11/1975,Sub-Saharan Africa,Low income
682,2016,0.358,0.321,0.452,com,Comoros,africa,africa_sub_saharan,sub_saharan_africa,g77,-12.23333,44.44553,12/11/1975,Sub-Saharan Africa,Low income
2787,2015,0.357,0.181,0.588,som,Somalia,africa,africa_sub_saharan,sub_saharan_africa,g77,6,48,20/09/1960,Sub-Saharan Africa,Low income
361,2001,0.356,0.16,0.474,bol,Bolivia,americas,america_south,america,g77,-17,-65,14/11/1945,Latin America & Caribbean,Lower middle income
2244,2012,0.356,0.303,0.42,nga,Nigeria,africa,africa_sub_saharan,sub_saharan_africa,g77,10,8,07/10/1960,Sub-Saharan Africa,Lower middle income
11,2011,0.355,0.313,0.487,afg,Afghanistan,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income
1687,2013,0.355,0.346,0.381,lso,Lesotho,africa,africa_sub_saharan,sub_saharan_africa,g77,-29.5,28.25,17/10/1966,Sub-Saharan Africa,Lower middle income
2603,2011,0.355,0.248,0.41,stp,Sao Tome and Principe,africa,africa_sub_saharan,sub_saharan_africa,g77,1,7,16/09/1975,Sub-Saharan Africa,Lower middle income
1081,2001,0.353,0.311,0.364,gab,Gabon,africa,africa_sub_saharan,sub_saharan_africa,g77,-1,11.75,20/09/1960,Sub-Saharan Africa,Upper middle income
2150,2008,0.353,0.329,0.476,npl,Nepal,asia,asia_west,south_asia,g77,28,84,14/12/1955,South Asia,Low income
241,2007,0.351,0.302,0.478,bgd,Bangladesh,asia,asia_west,south_asia,g77,24,90,17/09/1974,South Asia,Lower middle income
2306,2002,0.351,0.194,0.665,pak,Pakistan,asia,asia_west,south_asia,g77,30,70,30/09/1947,South Asia,Lower middle income
2949,2015,0.351,0.231,0.584,sdn,Sudan,africa,africa_sub_saharan,sub_saharan_africa,g77,16,30,12/11/1956,Sub-Saharan Africa,Lower middle income
680,2014,0.349,0.311,0.444,com,Comoros,africa,africa_sub_saharan,sub_saharan_africa,g77,-12.23333,44.44553,12/11/1975,Sub-Saharan Africa,Low income
2243,2011,0.349,0.302,0.409,nga,Nigeria,africa,africa_sub_saharan,sub_saharan_africa,g77,10,8,07/10/1960,Sub-Saharan Africa,Lower middle income
513,2009,0.348,0.255,0.723,khm,Cambodia,asia,east_asia_pacific,east_asia_pacific,g77,13,105,14/12/1955,East Asia & Pacific,Lower middle income
679,2013,0.348,0.309,0.447,com,Comoros,africa,africa_sub_saharan,sub_saharan_africa,g77,-12.23333,44.44553,12/11/1975,Sub-Saharan Africa,Low income
1573,2007,0.348,,,kir,Kiribati,asia,east_asia_pacific,east_asia_pacific,others,1.421,172.984,14/09/1999,East Asia & Pacific,Lower middle income
77,2005,0.347,0.121,0.525,ago,Angola,africa,africa_sub_saharan,sub_saharan_africa,g77,-12.5,18.5,01/12/1976,Sub-Saharan Africa,Lower middle income
678,2012,0.347,0.307,0.45,com,Comoros,africa,africa_sub_saharan,sub_saharan_africa,g77,-12.23333,44.44553,12/11/1975,Sub-Saharan Africa,Low income
1295,2017,0.347,0.239,0.438,hti,Haiti,americas,america_north,america,g77,19,-72.41667,24/10/1945,Latin America & Caribbean,Low income
1868,2014,0.346,0.25,0.496,mli,Mali,africa,africa_sub_saharan,sub_saharan_africa,g77,18,-2,28/09/1960,Sub-Saharan Africa,Low income
360,2000,0.345,0.15,0.466,bol,Bolivia,americas,america_south,america,g77,-17,-65,14/11/1945,Latin America & Caribbean,Lower middle income
677,2011,0.345,0.304,0.453,com,Comoros,africa,africa_sub_saharan,sub_saharan_africa,g77,-12.23333,44.44553,12/11/1975,Sub-Saharan Africa,Low income
1080,2000,0.345,0.305,0.355,gab,Gabon,africa,africa_sub_saharan,sub_saharan_africa,g77,-1,11.75,20/09/1960,Sub-Saharan Africa,Upper middle income
1919,2011,0.345,0.144,0.567,mrt,Mauritania,africa,africa_sub_saharan,sub_saharan_africa,g77,20.25,-10.5,27/10/1961,Sub-Saharan Africa,Lower middle income
2123,2017,0.345,0.182,0.515,nam,Namibia,africa,africa_sub_saharan,sub_saharan_africa,g77,-22,17,23/04/1990,Sub-Saharan Africa,Upper middle income
2786,2014,0.344,0.171,0.577,som,Somalia,africa,africa_sub_saharan,sub_saharan_africa,g77,6,48,20/09/1960,Sub-Saharan Africa,Low income
676,2010,0.343,0.3,0.455,com,Comoros,africa,africa_sub_saharan,sub_saharan_africa,g77,-12.23333,44.44553,12/11/1975,Sub-Saharan Africa,Low income
1622,2002,0.343,0.23,0.701,lao,Lao,asia,east_asia_pacific,east_asia_pacific,g77,18,105,14/12/1955,East Asia & Pacific,Lower middle income
2242,2010,0.343,0.301,0.398,nga,Nigeria,africa,africa_sub_saharan,sub_saharan_africa,g77,10,8,07/10/1960,Sub-Saharan Africa,Lower middle income
10,2010,0.342,0.303,0.465,afg,Afghanistan,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income
2122,2016,0.342,0.179,0.519,nam,Namibia,africa,africa_sub_saharan,sub_saharan_africa,g77,-22,17,23/04/1990,Sub-Saharan Africa,Upper middle income
675,2009,0.341,0.296,0.456,com,Comoros,africa,africa_sub_saharan,sub_saharan_africa,g77,-12.23333,44.44553,12/11/1975,Sub-Saharan Africa,Low income
3365,2017,0.341,0.293,0.483,vut,Vanuatu,asia,east_asia_pacific,east_asia_pacific,g77,-16,167,15/09/1981,East Asia & Pacific,Lower middle income
2602,2010,0.34,0.236,0.397,stp,Sao Tome and Principe,africa,africa_sub_saharan,sub_saharan_africa,g77,1,7,16/09/1975,Sub-Saharan Africa,Lower middle income
2121,2015,0.339,0.176,0.523,nam,Namibia,africa,africa_sub_saharan,sub_saharan_africa,g77,-22,17,23/04/1990,Sub-Saharan Africa,Upper middle income
240,2006,0.338,0.286,0.475,bgd,Bangladesh,asia,asia_west,south_asia,g77,24,90,17/09/1974,South Asia,Lower middle income
674,2008,0.338,0.292,0.457,com,Comoros,africa,africa_sub_saharan,sub_saharan_africa,g77,-12.23333,44.44553,12/11/1975,Sub-Saharan Africa,Low income
1357,2007,0.338,0.233,0.584,ind,India,asia,asia_west,south_asia,g77,22,79,30/10/1945,South Asia,Lower middle income
1686,2012,0.337,0.326,0.37,lso,Lesotho,africa,africa_sub_saharan,sub_saharan_africa,g77,-29.5,28.25,17/10/1966,Sub-Saharan Africa,Lower middle income
2241,2009,0.337,0.3,0.387,nga,Nigeria,africa,africa_sub_saharan,sub_saharan_africa,g77,10,8,07/10/1960,Sub-Saharan Africa,Lower middle income
2948,2014,0.337,0.22,0.567,sdn,Sudan,africa,africa_sub_saharan,sub_saharan_africa,g77,16,30,12/11/1956,Sub-Saharan Africa,Lower middle income
1294,2016,0.336,0.231,0.427,hti,Haiti,americas,america_north,america,g77,19,-72.41667,24/10/1945,Latin America & Caribbean,Low income
1548,2000,0.336,0.331,0.357,ken,Kenya,africa,africa_sub_saharan,sub_saharan_africa,g77,1,38,16/12/1963,Sub-Saharan Africa,Lower middle income
2120,2014,0.336,0.173,0.528,nam,Namibia,africa,africa_sub_saharan,sub_saharan_africa,g77,-22,17,23/04/1990,Sub-Saharan Africa,Upper middle income
1549,2001,0.335,0.329,0.358,ken,Kenya,africa,africa_sub_saharan,sub_saharan_africa,g77,1,38,16/12/1963,Sub-Saharan Africa,Lower middle income
2771,2017,0.335,0.201,0.779,slb,Solomon Islands,asia,east_asia_pacific,east_asia_pacific,g77,-8,159,19/09/1978,East Asia & Pacific,Lower middle income
673,2007,0.334,0.287,0.458,com,Comoros,africa,africa_sub_saharan,sub_saharan_africa,g77,-12.23333,44.44553,12/11/1975,Sub-Saharan Africa,Low income
76,2004,0.333,0.112,0.515,ago,Angola,africa,africa_sub_saharan,sub_saharan_africa,g77,-12.5,18.5,01/12/1976,Sub-Saharan Africa,Lower middle income
1550,2002,0.332,0.325,0.358,ken,Kenya,africa,africa_sub_saharan,sub_saharan_africa,g77,1,38,16/12/1963,Sub-Saharan Africa,Lower middle income
1572,2006,0.332,,,kir,Kiribati,asia,east_asia_pacific,east_asia_pacific,others,1.421,172.984,14/09/1999,East Asia & Pacific,Lower middle income
2119,2013,0.332,0.17,0.532,nam,Namibia,africa,africa_sub_saharan,sub_saharan_africa,g77,-22,17,23/04/1990,Sub-Saharan Africa,Upper middle income
2305,2001,0.332,0.169,0.661,pak,Pakistan,asia,asia_west,south_asia,g77,30,70,30/09/1947,South Asia,Lower middle income
2785,2013,0.332,0.161,0.565,som,Somalia,africa,africa_sub_saharan,sub_saharan_africa,g77,6,48,20/09/1960,Sub-Saharan Africa,Low income
672,2006,0.331,0.281,0.458,com,Comoros,africa,africa_sub_saharan,sub_saharan_africa,g77,-12.23333,44.44553,12/11/1975,Sub-Saharan Africa,Low income
1867,2013,0.331,0.236,0.483,mli,Mali,africa,africa_sub_saharan,sub_saharan_africa,g77,18,-2,28/09/1960,Sub-Saharan Africa,Low income
2240,2008,0.331,0.299,0.376,nga,Nigeria,africa,africa_sub_saharan,sub_saharan_africa,g77,10,8,07/10/1960,Sub-Saharan Africa,Lower middle income
1964,2002,0.33,,,fsm,"Micronesia, Fed. Sts.",asia,east_asia_pacific,east_asia_pacific,g77,6.924,158.162,17/09/1991,East Asia & Pacific,Lower middle income
9,2009,0.329,0.294,0.444,afg,Afghanistan,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income
1551,2003,0.329,0.321,0.357,ken,Kenya,africa,africa_sub_saharan,sub_saharan_africa,g77,1,38,16/12/1963,Sub-Saharan Africa,Lower middle income
2118,2012,0.329,0.167,0.537,nam,Namibia,africa,africa_sub_saharan,sub_saharan_africa,g77,-22,17,23/04/1990,Sub-Saharan Africa,Upper middle income
2770,2016,0.328,0.195,0.776,slb,Solomon Islands,asia,east_asia_pacific,east_asia_pacific,g77,-8,159,19/09/1978,East Asia & Pacific,Lower middle income
671,2005,0.326,0.276,0.457,com,Comoros,africa,africa_sub_saharan,sub_saharan_africa,g77,-12.23333,44.44553,12/11/1975,Sub-Saharan Africa,Low income
1552,2004,0.326,0.317,0.357,ken,Kenya,africa,africa_sub_saharan,sub_saharan_africa,g77,1,38,16/12/1963,Sub-Saharan Africa,Lower middle income
2149,2007,0.326,0.301,0.456,npl,Nepal,asia,asia_west,south_asia,g77,28,84,14/12/1955,South Asia,Low income
2601,2009,0.326,0.225,0.383,stp,Sao Tome and Principe,africa,africa_sub_saharan,sub_saharan_africa,g77,1,7,16/09/1975,Sub-Saharan Africa,Lower middle income
1293,2015,0.325,0.223,0.417,hti,Haiti,americas,america_north,america,g77,19,-72.41667,24/10/1945,Latin America & Caribbean,Low income
2117,2011,0.325,0.164,0.541,nam,Namibia,africa,africa_sub_saharan,sub_saharan_africa,g77,-22,17,23/04/1990,Sub-Saharan Africa,Upper middle income
2239,2007,0.325,0.298,0.365,nga,Nigeria,africa,africa_sub_saharan,sub_saharan_africa,g77,10,8,07/10/1960,Sub-Saharan Africa,Lower middle income
239,2005,0.324,0.27,0.472,bgd,Bangladesh,asia,asia_west,south_asia,g77,24,90,17/09/1974,South Asia,Lower middle income
1918,2010,0.324,0.137,0.539,mrt,Mauritania,africa,africa_sub_saharan,sub_saharan_africa,g77,20.25,-10.5,27/10/1961,Sub-Saharan Africa,Lower middle income
1553,2005,0.323,0.313,0.356,ken,Kenya,africa,africa_sub_saharan,sub_saharan_africa,g77,1,38,16/12/1963,Sub-Saharan Africa,Lower middle income
2947,2013,0.323,0.208,0.55,sdn,Sudan,africa,africa_sub_saharan,sub_saharan_africa,g77,16,30,12/11/1956,Sub-Saharan Africa,Lower middle income
670,2004,0.321,0.269,0.456,com,Comoros,africa,africa_sub_saharan,sub_saharan_africa,g77,-12.23333,44.44553,12/11/1975,Sub-Saharan Africa,Low income
755,2017,0.321,0.18,0.461,civ,Cote d'Ivoire,africa,africa_sub_saharan,sub_saharan_africa,g77,8,-5.5,20/09/1960,Sub-Saharan Africa,Lower middle income
2116,2010,0.321,0.162,0.546,nam,Namibia,africa,africa_sub_saharan,sub_saharan_africa,g77,-22,17,23/04/1990,Sub-Saharan Africa,Upper middle income
1554,2006,0.32,0.31,0.355,ken,Kenya,africa,africa_sub_saharan,sub_saharan_africa,g77,1,38,16/12/1963,Sub-Saharan Africa,Lower middle income
2238,2006,0.32,0.297,0.355,nga,Nigeria,africa,africa_sub_saharan,sub_saharan_africa,g77,10,8,07/10/1960,Sub-Saharan Africa,Lower middle income
75,2003,0.319,0.103,0.505,ago,Angola,africa,africa_sub_saharan,sub_saharan_africa,g77,-12.5,18.5,01/12/1976,Sub-Saharan Africa,Lower middle income
1685,2011,0.319,0.305,0.358,lso,Lesotho,africa,africa_sub_saharan,sub_saharan_africa,g77,-29.5,28.25,17/10/1966,Sub-Saharan Africa,Lower middle income
2784,2012,0.319,0.152,0.554,som,Somalia,africa,africa_sub_saharan,sub_saharan_africa,g77,6,48,20/09/1960,Sub-Saharan Africa,Low income
512,2008,0.318,0.227,0.692,khm,Cambodia,asia,east_asia_pacific,east_asia_pacific,g77,13,105,14/12/1955,East Asia & Pacific,Lower middle income
2115,2009,0.318,0.159,0.55,nam,Namibia,africa,africa_sub_saharan,sub_saharan_africa,g77,-22,17,23/04/1990,Sub-Saharan Africa,Upper middle income
2769,2015,0.318,0.189,0.767,slb,Solomon Islands,asia,east_asia_pacific,east_asia_pacific,g77,-8,159,19/09/1978,East Asia & Pacific,Lower middle income
8,2008,0.317,0.284,0.423,afg,Afghanistan,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income
1555,2007,0.317,0.306,0.355,ken,Kenya,africa,africa_sub_saharan,sub_saharan_africa,g77,1,38,16/12/1963,Sub-Saharan Africa,Lower middle income
1571,2005,0.317,,,kir,Kiribati,asia,east_asia_pacific,east_asia_pacific,others,1.421,172.984,14/09/1999,East Asia & Pacific,Lower middle income
669,2003,0.316,0.262,0.455,com,Comoros,africa,africa_sub_saharan,sub_saharan_africa,g77,-12.23333,44.44553,12/11/1975,Sub-Saharan Africa,Low income
1866,2012,0.316,0.223,0.472,mli,Mali,africa,africa_sub_saharan,sub_saharan_africa,g77,18,-2,28/09/1960,Sub-Saharan Africa,Low income
1292,2014,0.314,0.216,0.407,hti,Haiti,americas,america_north,america,g77,19,-72.41667,24/10/1945,Latin America & Caribbean,Low income
1556,2008,0.314,0.302,0.354,ken,Kenya,africa,africa_sub_saharan,sub_saharan_africa,g77,1,38,16/12/1963,Sub-Saharan Africa,Lower middle income
2114,2008,0.314,0.156,0.555,nam,Namibia,africa,africa_sub_saharan,sub_saharan_africa,g77,-22,17,23/04/1990,Sub-Saharan Africa,Upper middle income
2237,2005,0.314,0.295,0.344,nga,Nigeria,africa,africa_sub_saharan,sub_saharan_africa,g77,10,8,07/10/1960,Sub-Saharan Africa,Lower middle income
2304,2000,0.314,0.145,0.657,pak,Pakistan,asia,asia_west,south_asia,g77,30,70,30/09/1947,South Asia,Lower middle income
754,2016,0.313,0.172,0.456,civ,Cote d'Ivoire,africa,africa_sub_saharan,sub_saharan_africa,g77,8,-5.5,20/09/1960,Sub-Saharan Africa,Lower middle income
1356,2006,0.313,0.205,0.571,ind,India,asia,asia_west,south_asia,g77,22,79,30/10/1945,South Asia,Lower middle income
1621,2001,0.313,0.202,0.686,lao,Lao,asia,east_asia_pacific,east_asia_pacific,g77,18,105,14/12/1955,East Asia & Pacific,Lower middle income
668,2002,0.311,0.255,0.453,com,Comoros,africa,africa_sub_saharan,sub_saharan_africa,g77,-12.23333,44.44553,12/11/1975,Sub-Saharan Africa,Low income
1557,2009,0.311,0.299,0.353,ken,Kenya,africa,africa_sub_saharan,sub_saharan_africa,g77,1,38,16/12/1963,Sub-Saharan Africa,Lower middle income
2600,2008,0.311,0.213,0.37,stp,Sao Tome and Principe,africa,africa_sub_saharan,sub_saharan_africa,g77,1,7,16/09/1975,Sub-Saharan Africa,Lower middle income
238,2004,0.31,0.254,0.469,bgd,Bangladesh,asia,asia_west,south_asia,g77,24,90,17/09/1974,South Asia,Lower middle income
2113,2007,0.31,0.153,0.559,nam,Namibia,africa,africa_sub_saharan,sub_saharan_africa,g77,-22,17,23/04/1990,Sub-Saharan Africa,Upper middle income
1558,2010,0.309,0.295,0.353,ken,Kenya,africa,africa_sub_saharan,sub_saharan_africa,g77,1,38,16/12/1963,Sub-Saharan Africa,Lower middle income
2236,2004,0.309,0.294,0.334,nga,Nigeria,africa,africa_sub_saharan,sub_saharan_africa,g77,10,8,07/10/1960,Sub-Saharan Africa,Lower middle income
2946,2012,0.309,0.197,0.533,sdn,Sudan,africa,africa_sub_saharan,sub_saharan_africa,g77,16,30,12/11/1956,Sub-Saharan Africa,Lower middle income
2768,2014,0.308,0.184,0.753,slb,Solomon Islands,asia,east_asia_pacific,east_asia_pacific,g77,-8,159,19/09/1978,East Asia & Pacific,Lower middle income
2783,2011,0.307,0.143,0.543,som,Somalia,africa,africa_sub_saharan,sub_saharan_africa,g77,6,48,20/09/1960,Sub-Saharan Africa,Low income
753,2015,0.306,0.164,0.451,civ,Cote d'Ivoire,africa,africa_sub_saharan,sub_saharan_africa,g77,8,-5.5,20/09/1960,Sub-Saharan Africa,Lower middle income
1559,2011,0.306,0.291,0.352,ken,Kenya,africa,africa_sub_saharan,sub_saharan_africa,g77,1,38,16/12/1963,Sub-Saharan Africa,Lower middle income
2112,2006,0.306,0.15,0.564,nam,Namibia,africa,africa_sub_saharan,sub_saharan_africa,g77,-22,17,23/04/1990,Sub-Saharan Africa,Upper middle income
1917,2009,0.305,0.13,0.512,mrt,Mauritania,africa,africa_sub_saharan,sub_saharan_africa,g77,20.25,-10.5,27/10/1961,Sub-Saharan Africa,Lower middle income
7,2007,0.304,0.275,0.402,afg,Afghanistan,asia,asia_west,south_asia,g77,33,66,19/11/1946,South Asia,Low income
74,2002,0.304,0.0938,0.495,ago,Angola,africa,africa_sub_saharan,sub_saharan_africa,g77,-12.5,18.5,01/12/1976,Sub-Saharan Africa,Lower middle income
667,2001,0.304,0.247,0.451,com,Comoros,africa,africa_sub_saharan,sub_saharan_africa,g77,-12.23333,44.44553,12/11/1975,Sub-Saharan Africa,Low income
2235,2003,0.304,0.293,0.323,nga,Nigeria,africa,africa_sub_saharan,sub_saharan_africa,g77,10,8,07/10/1960,Sub-Saharan Africa,Lower middle income
1291,2013,0.303,0.208,0.397,hti,Haiti,americas,america_north,america,g77,19,-72.41667,24/10/1945,Latin America & Caribbean,Low income
1560,2012,0.303,0.288,0.351,ken,Kenya,africa,africa_sub_saharan,sub_saharan_africa,g77,1,38,16/12/1963,Sub-Saharan Africa,Lower middle income
1865,2011,0.302,0.21,0.46,mli,Mali,africa,africa_sub_saharan,sub_saharan_africa,g77,18,-2,28/09/1960,Sub-Saharan Africa,Low income
1561,2013,0.301,0.284,0.35,ken,Kenya,africa,africa_sub_saharan,sub_saharan_africa,g77,1,38,16/12/1963,Sub-Saharan Africa,Lower middle income
1570,2004,0.301,,,kir,Kiribati,asia,east_asia_pacific,east_asia_pacific,others,1.421,172.984,14/09/1999,East Asia & Pacific,Lower middle income
2111,2005,0.301,0.147,0.568,nam,Namibia,africa,africa_sub_saharan,sub_saharan_africa,g77,-22,17,23/04/1990,Sub-Saharan Africa,Upper middle income
1684,2010,0.3,0.284,0.346,lso,Lesotho,africa,africa_sub_saharan,sub_saharan_africa,g77,-29.5,28.25,17/10/1966,Sub-Saharan Africa,Lower middle income
2234,2002,0.3,0.292,0.313,nga,Nigeria,africa,africa_sub_saharan,sub_saharan_africa,g77,10,8,07/10/1960,Sub-Saharan Africa,Lower middle income
2148,2006,0.299,0.274,0.437,npl,Nepal,asia,asia_west,south_asia,g77,28,84,14/12/1955,South Asia,Low income
3059,2017,0.299,0.237,0.426,tza,Tanzania,africa,africa_sub_saharan,sub_saharan_africa,g77,-6,35,14/12/1961,Sub-Saharan Africa,Low income
752,2014,0.298,0.156,0.446,civ,Cote d'Ivoire,africa,africa_sub_saharan,sub_saharan_africa,g77,8,-5.5,20/09/1960,Sub-Saharan Africa,Lower middle income
1562,2014,0.298,0.281,0.349,ken,Kenya,africa,africa_sub_saharan,sub_saharan_africa,g77,1,38,16/12/1963,Sub-Saharan Africa,Lower middle income
